id,country,vendor_inco_term,shipment_mode,scheduled_delivery_date,delivered_to_client_date,vendor,line_item_quantity,line_item_value,weight_kgs,freight_cost_usd,line_item_insurance_usd
13555,Vietnam,EXW,Air,05-Feb-15,05-Feb-15,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),13000,105300,2672,2504.64,108.25
13568,South Africa,DDP,Truck,09-Mar-15,09-Mar-15,PHARMACY DIRECT,139,1566.38,,,1.61
13571,South Sudan,EXW,Air,09-Jan-15,09-Jan-15,"Trinity Biotech, Plc",18,576,177,1692.35,0.59
13581,Swaziland,EXW,Air,28-Sep-11,28-Sep-11,"Orgenics, Ltd",377,30160,172,4504.46,49.76
13608,Uganda,DDP,Air,21-May-12,21-May-12,ASPEN PHARMACARE,121,9075,43,199,12.72
13648,"Congo, DRC",EXW,Air,23-Jul-15,23-Jul-15,"Orgenics, Ltd",143,11440,,,13.46
13652,Vietnam,EXW,Air,30-Sep-09,30-Sep-09,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),21504,139776,1849,4191.83,273.96
13696,Dominican Republic,EXW,Air,27-Sep-11,27-Sep-11,"Standard Diagnostics, Inc.",448,403.2,71,844.36,0.67
13700,Mozambique,EXW,Air,02-May-14,02-May-14,HETERO LABS LIMITED,35136,284952.96,4784,19286.53,292.93
13708,"Congo, DRC",EXW,Air,04-Apr-14,04-Apr-14,"Trinity Biotech, Plc",32,1024,54,2734.02,1.05
13739,Haiti,EXW,Ocean,02-Sep-13,02-Sep-13,Aurobindo Pharma Limited,1832,3847.2,3504,7117.39,4.76
13748,CÙte d'Ivoire,EXW,Air,11-Sep-09,11-Sep-09,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",350,9450,205,1437.4,18.52
13761,Vietnam,FCA,Air,03-Oct-12,03-Oct-12,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),174,4047.24,21,583.66,5.67
13766,Vietnam,EXW,Air,17-Dec-14,17-Dec-14,HETERO LABS LIMITED,4000,14200,,,14.6
13809,Nigeria,EXW,Air,05-Aug-15,05-Aug-15,EMCURE PHARMACEUTICALS LTD,4560,82080,,,84.38
13817,Zimbabwe,EXW,Air,14-Jun-14,14-Jun-14,Aurobindo Pharma Limited,32670,151915.5,3076,25730.13,156.17
13841,Rwanda,CIP,Air,16-Apr-10,16-Apr-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),62209,681188.55,5795,63600.4,1335.13
13842,"Congo, DRC",EXW,Air,30-Sep-14,30-Sep-14,Aurobindo Pharma Limited,940,1175,132,2516.57,1.21
13845,South Africa,DDP,Truck,24-Jul-15,24-Jul-15,PHARMACY DIRECT,33,1671.87,,,1.72
13862,Burundi,EXW,Air,18-Feb-15,18-Feb-15,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",595,16422,63,865.67,19.33
13874,Haiti,EXW,Air,14-Aug-13,14-Aug-13,MICRO LABS LIMITED,14448,46667.04,2284,13257.25,57.73
13886,Uganda,CIP,Air,20-Nov-13,20-Nov-13,ASPEN PHARMACARE,108,3888,22,265,4.81
13897,Kenya,EXW,Air,17-Jan-12,17-Jan-12,"Orgenics, Ltd",8298,738522,1427,16090.59,1218.56
13899,South Africa,DDP,Truck,28-Nov-14,28-Nov-14,PHARMACY DIRECT,16,272.7,,,0.28
13900,Cameroon,EXW,Air,10-Oct-13,10-Oct-13,"Orgenics, Ltd",120,8658,,1090.87,10.71
13903,Tanzania,EXW,Air,22-Mar-14,22-Mar-14,Aurobindo Pharma Limited,5925,9243,394,3245.39,11.43
13904,Vietnam,EXW,Air,30-Oct-14,30-Oct-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),9800,63602,2235,3708.72,65.38
13915,Cameroon,EXW,Air,15-May-14,15-May-14,Orasure Technologies Inc.,1000,350000,2090,51331.09,432.95
13926,South Africa,DDP,Air,13-Oct-10,25-Jan-11,CIPLA LIMITED,19992,156337.44,1378,3646.1,337.06
13959,Zambia,EXW,Air,01-Dec-14,01-Dec-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),10000,19900,849,4316.34,20.46
13968,South Sudan,EXW,Air,18-Oct-13,18-Oct-13,"Trinity Biotech, Plc",35,1120,176,4124.74,1.39
13978,Vietnam,EXW,Air,01-Jul-13,01-Jul-13,HETERO LABS LIMITED,9095,62300.75,1736,8163.83,77.07
13988,Haiti,EXW,Air,09-Jul-13,09-Jul-13,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",300,7350,182,2581.83,9.09
14016,Vietnam,EXW,Air,07-Nov-14,07-Nov-14,MICRO LABS LIMITED,7600,15808,1292,2800.95,16.25
14018,Haiti,EXW,Air,12-Feb-15,12-Feb-15,HETERO LABS LIMITED,50544,334095.84,4669,34778.32,343.45
14023,South Africa,DDP,Truck,19-Oct-09,19-Oct-09,S. BUYS WHOLESALER,100,3297.8,,,6.46
14043,Vietnam,EXW,Air,30-Mar-10,30-Mar-10,Aurobindo Pharma Limited,3528,27342,395,3538.57,58.95
14079,Tanzania,EXW,Air,17-Sep-13,17-Sep-13,"Standard Diagnostics, Inc.",2915,0,1208,20583.37,0
14097,Burundi,EXW,Air,06-Oct-14,06-Oct-14,"Orgenics, Ltd",3484,278720,1415,33228.68,286.52
14178,Tanzania,EXW,Air,29-Sep-11,29-Oct-11,"Standard Diagnostics, Inc.",10000,200000,3334,21952.35,330
14180,Zambia,EXW,Air,28-Jul-14,28-Jul-14,"Trinity Biotech, Plc",9500,304000,2783,20621.1,312.51
14195,Benin,EXW,Air,12-Jul-11,12-Jul-11,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1244,17540.4,175,5864.56,28.94
14200,South Africa,DDP,Truck,13-Jan-14,13-Jan-14,S. BUYS WHOLESALER,59,1653.14,,,1.7
14210,CÙte d'Ivoire,EXW,Air,01-Dec-11,01-Dec-11,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),4000,112000,655,5300.24,184.8
14230,Rwanda,FCA,Air,17-May-13,17-May-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),400,12328,454,7152.99,15.25
14240,South Sudan,EXW,Air,03-Jun-15,03-Jun-15,"Orgenics, Ltd",70,6230,,,7.33
14241,Mozambique,EXW,Air,09-Apr-14,09-Apr-14,Aurobindo Pharma Limited,800,6064,77,979.14,6.23
14252,Uganda,EXW,Air,21-Mar-14,21-Mar-14,CIPLA LIMITED,7445,16676.8,574,3868.24,17.14
14265,Vietnam,EXW,Air,24-May-13,24-May-13,Aurobindo Pharma Limited,263,486.55,182,5970.85,0.6
14278,Ethiopia,EXW,Air,04-Mar-10,04-Mar-10,Aurobindo Pharma Limited,56000,133280,2996,10612.93,287.35
14279,Tanzania,EXW,Air,01-Nov-12,01-Nov-12,HETERO LABS LIMITED,100986,343352.4,10579,41585.93,481.38
14286,CÙte d'Ivoire,EXW,Air,27-Nov-13,27-Nov-13,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",1900,55100,550,8263.16,68.16
14291,Tanzania,EXW,Air,15-Jul-14,15-Jul-14,"Orgenics, Ltd",100,8000,39,1176.54,8.22
14309,Vietnam,FCA,Air,15-Jan-13,15-Jan-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),3812,231845.84,824,3216.15,325.05
14323,Dominican Republic,EXW,Air,27-Sep-11,27-Sep-11,"Standard Diagnostics, Inc.",112,8400,,,13.86
14331,Vietnam,EXW,Air,28-Sep-09,28-Sep-09,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),3528,22932,383,1162.52,44.95
14348,Nigeria,EXW,Air,27-Jul-11,27-Jul-11,"Orgenics, Ltd",2044,181916,976,26014.88,300.16
14364,South Africa,DDP,Truck,03-Oct-14,03-Oct-14,PHARMACY DIRECT,9,620.91,,,0.64
14384,Tanzania,EXW,Air,22-Mar-14,22-Mar-14,Aurobindo Pharma Limited,20867,32552.52,1337,8403.67,40.27
14404,South Africa,DDP,Ocean,02-Sep-11,02-Sep-11,STRIDES ARCOLAB LIMITED,150000,430500,9306,10511.33,710.32
14409,South Africa,DDP,Ocean,14-Mar-11,14-Mar-11,CIPLA LIMITED,159000,443610,16729,25199.31,956.42
14410,Nigeria,EXW,Air,28-Feb-11,28-Feb-11,NOVARTIS PHARMA SERVICES AG,1245,48555,859,5810.56,104.68
14412,South Africa,DDP,Truck,05-Nov-14,05-Nov-14,PHARMACY DIRECT,24,2031.3,,,2.09
14431,Rwanda,FCA,Air,05-Jul-12,05-Jul-12,Hoffmann-La Roche ltd Basel,109,17410.04,27,2205.25,28.73
14433,South Africa,DDP,Truck,29-Dec-09,29-Dec-09,S. BUYS WHOLESALER,100,4669.76,,,10.07
14437,South Africa,DDP,Truck,14-Jul-15,14-Jul-15,PHARMACY DIRECT,3,51.42,,,0.05
14440,South Africa,DDP,Air,09-Feb-11,09-Feb-11,ASPEN PHARMACARE,28000,280560,,,604.89
14447,South Africa,DDP,Ocean,03-Nov-11,10-Oct-11,Aurobindo Pharma Limited,5745,25909.95,488,4232.71,42.75
14508,Zimbabwe,EXW,Air,08-Sep-11,08-Sep-11,"Orgenics, Ltd",2730,218400,1053,27236.25,360.36
14542,South Africa,DDP,Air,24-Aug-10,04-Mar-11,Aurobindo Pharma Limited,6395,19185,,,41.36
14564,South Africa,DDP,Truck,09-Mar-15,09-Mar-15,PHARMACY DIRECT,7,126.22,,,0.13
14571,Nigeria,EXW,Air,28-Nov-12,27-Nov-12,"Orgenics, Ltd",2744,244216,1303,28734.43,342.39
14578,Haiti,EXW,Ocean,07-Aug-13,07-Aug-13,Aurobindo Pharma Limited,3680,20240,6385,8768.76,25.04
14605,Haiti,EXW,Ocean,07-Aug-13,07-Aug-13,HETERO LABS LIMITED,71376,231258.24,5864,7558.01,286.07
14628,South Africa,DDP,Truck,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,48,1236.47,,,1.53
14658,Zambia,FCA,Air,25-Apr-15,25-Apr-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2265,69807.3,2272,14603.71,71.76
14665,Haiti,EXW,Air,13-Sep-10,13-Sep-10,"Orgenics, Ltd",1000,97680,227,2486.62,210.6
14694,CÙte d'Ivoire,CIP,Air,08-Sep-10,08-Sep-10,BRISTOL-MYERS SQUIBB,6000,57000,1278,1742.12,122.89
14710,Haiti,EXW,Air,12-Sep-14,12-Sep-14,MICRO LABS LIMITED,29908,89125.84,2423,14650.41,91.62
14743,South Africa,DDP,Ocean,04-Mar-11,04-Mar-11,Aurobindo Pharma Limited,87500,641375,4416,7334.83,1382.8
14785,CÙte d'Ivoire,EXW,Air,08-Aug-13,08-Aug-13,"Orgenics, Ltd",3200,256000,1394,20822.73,316.67
14803,Rwanda,EXW,Air,06-May-14,06-May-14,Aurobindo Pharma Limited,9720,14677.2,4365,,15.09
14811,Rwanda,EXW,Air,28-Apr-14,28-Apr-14,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",4068,99666,2712,37680.04,102.46
14820,Pakistan,EXW,Air,29-Jun-12,29-Jun-12,"Orgenics, Ltd",2132,170560,1017,14959.84,239.13
14846,"Congo, DRC",FCA,Air,16-Apr-13,16-Apr-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),60,1849.2,113,2570.86,2.29
14871,Vietnam,EXW,Air,13-Mar-13,13-Mar-13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1769,3714.9,1961,7308.37,4.6
14874,South Africa,DDP,Air,06-Oct-10,06-Oct-10,ASPEN PHARMACARE,26000,392080,,7707.42,845.32
14929,South Africa,DDP,Truck,15-Jul-15,15-Jul-15,PHARMACY DIRECT,9,342.83,,,0.4
14931,Rwanda,FCA,Air,12-May-15,12-May-15,SWORDS LABORATORIES,1080,43869.6,282,1028.1,45.1
14941,Tanzania,EXW,Air,22-Oct-10,22-Oct-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),9000,179100,1081,5834.1,386.14
14943,Uganda,CIP,Air,04-Mar-10,04-Mar-10,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),75,3750,19,435,7.35
14970,Haiti,CIP,Air,05-Aug-10,05-Aug-10,BRISTOL-MYERS SQUIBB,192,2417.28,,,5.21
14988,South Sudan,EXW,Air,15-Jun-12,15-Jun-12,"Orgenics, Ltd",337,29993,181,4978.09,42.05
15004,South Africa,DDP,Truck,05-Aug-09,05-Aug-09,S. BUYS WHOLESALER,599,11964.63,,,23.45
15005,Nigeria,EXW,Air,18-Sep-12,18-Sep-12,"Trinity Biotech, Plc",8018,256576,2607,28595.45,359.72
15011,Rwanda,CIP,Air,12-Dec-10,12-Dec-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),9653,168734.44,,,363.79
15012,South Africa,DDP,Ocean,15-Aug-11,15-Aug-11,Aurobindo Pharma Limited,2452,17899.6,127,47101.63,29.53
15046,South Africa,DDP,Truck,24-Aug-15,24-Aug-15,PHARMACY DIRECT,6,71.03,,,0.07
15051,Guyana,EXW,Air,25-Sep-12,25-Sep-12,"Trinity Biotech, Plc",2769,88608,876,8969.97,124.23
15115,"Congo, DRC",EXW,Air,05-Sep-14,05-Sep-14,"Trinity Biotech, Plc",34,1088,112,3196.31,1.12
15131,Zambia,EXW,Air,11-Sep-13,11-Sep-13,"Orgenics, Ltd",6000,480000,2606,38354.26,593.76
15142,South Africa,DDP,Air,07-Sep-10,07-Sep-10,Aurobindo Pharma Limited,11510,53751.7,993,4263.07,115.89
15149,Vietnam,EXW,Air,22-Jun-11,22-Jun-11,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),20000,40000,2806,18207.5,66
15176,South Africa,DDP,Ocean,12-Oct-10,15-Dec-10,Aurobindo Pharma Limited,12000,54120,,,116.68
15195,Guyana,DDU,Air,04-Mar-11,04-Mar-11,IDIS LIMITED,270,12501,59,180,26.95
15240,Haiti,EXW,Air,18-Jul-14,18-Jul-14,Aurobindo Pharma Limited,375,2561.25,300,2949.23,2.63
15241,South Africa,DDP,Truck,16-Apr-13,16-Apr-13,S. BUYS WHOLESALER,1368,21995.87,,,27.21
15248,Vietnam,EXW,Air,15-Mar-10,15-Mar-10,Aurobindo Pharma Limited,16300,181745,2011,11648.31,356.22
15283,Nigeria,EXW,Air,19-Jul-11,19-Jul-11,"Trinity Biotech, Plc",3662,117184,1255,15794.47,193.35
15298,South Africa,DDP,Truck,12-May-15,12-May-15,PHARMACY DIRECT,7,99.53,,,0.1
15352,Vietnam,EXW,Air,29-Jan-13,29-Jan-13,Aurobindo Pharma Limited,464,858.4,437,1222.31,1.06
15356,Sudan,EXW,Air,08-Feb-12,08-Feb-12,"Trinity Biotech, Plc",35,1120,12,646.81,1.85
15368,Vietnam,EXW,Air,19-Mar-10,19-Mar-10,Aurobindo Pharma Limited,24480,58752,3536,20910.43,115.15
15382,Mali,EXW,Air,11-Jun-13,11-Jun-13,"Orgenics, Ltd",81,6480,37,2190.78,8.02
15399,Nigeria,EXW,Air,17-Dec-13,17-Dec-13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),10000,65000,574,4760.43,66.82
15405,Rwanda,CIP,Air,07-Jan-11,07-Jan-11,CIPLA LIMITED,1202,41228.6,,,88.89
15423,CÙte d'Ivoire,EXW,Air,23-Jan-14,23-Jan-14,"Orgenics, Ltd",1400,112000,577,9275.59,138.54
15460,Haiti,EXW,Ocean,09-Apr-15,09-Apr-15,HETERO LABS LIMITED,36831,170159.22,17826,20526.23,174.92
15499,Tanzania,EXW,Air,30-Apr-13,30-Apr-13,"Trinity Biotech, Plc",8460,270720,2753,25485.81,334.88
15554,South Africa,DDP,Air,13-Dec-10,11-Dec-10,Aurobindo Pharma Limited,2162,6810.3,838,4876.31,14.68
15596,Zimbabwe,EXW,Air,20-Mar-12,20-Mar-12,"Orgenics, Ltd",2342,187360,1113,20082.38,309.14
15619,South Africa,DDP,Truck,27-Aug-14,27-Aug-14,S. BUYS WHOLESALER,115,1923.5,,,2.38
15625,Mozambique,EXW,Air,10-Sep-14,10-Sep-14,"Orgenics, Ltd",4708,376640,1914,13489.96,387.19
15642,Rwanda,CIP,Air,09-Feb-11,09-Feb-11,CIPLA LIMITED,2486,85269.8,4354,,183.84
15643,Nigeria,EXW,Air,13-Dec-11,13-Dec-11,"Trinity Biotech, Plc",2000,64000,793,7938.18,105.6
15656,Cameroon,CIP,Air,26-Aug-15,26-Aug-15,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),120,6660,,,7.84
15670,Cameroon,EXW,Air,18-Oct-13,26-Oct-13,Aurobindo Pharma Limited,34595,77838.75,3642,31434.31,96.29
15687,South Africa,DDP,Air,24-Aug-10,24-Aug-10,Aurobindo Pharma Limited,8474,25422,3206,2154.51,54.81
15695,Ethiopia,EXW,Air,09-Feb-10,09-Feb-10,STRIDES ARCOLAB LIMITED,71596,241278.52,3652,15236.52,520.2
15726,Rwanda,EXW,Air,07-Aug-12,07-Aug-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),46530,581159.7,4810,27894.81,814.79
15727,Nigeria,EXW,Air,23-Sep-11,23-Sep-11,NOVARTIS PHARMA SERVICES AG,1000,39000,711,5433.21,64.35
15738,Vietnam,FCA,Air,15-Jul-15,15-Jul-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),400,9304,40,642.45,10.95
15751,"Congo, DRC",EXW,Air,23-Jul-15,23-Jul-15,"Orgenics, Ltd",228,18240,,,21.47
15772,Vietnam,EXW,Air,01-Mar-12,01-Mar-12,Aurobindo Pharma Limited,30000,313500,10210,17392.05,517.28
15778,Tanzania,EXW,Air,10-Apr-13,10-Apr-13,"Orgenics, Ltd",218,17440,91,2082.39,21.57
15788,South Sudan,EXW,Air,02-Jul-15,02-Jul-15,"Orgenics, Ltd",45,225,,,0.26
15795,South Africa,DDP,Truck,28-Nov-14,28-Nov-14,PHARMACY DIRECT,12,216.37,,,0.22
15804,Mali,EXW,Air,03-Jul-13,03-Jul-13,"Orgenics, Ltd",20,1900,9,779.06,2.35
15813,Mozambique,EXW,Air,02-May-14,02-May-14,HETERO LABS LIMITED,23040,186854.4,3138,16537.12,192.09
15815,South Africa,DDP,Truck,19-Oct-09,19-Oct-09,S. BUYS WHOLESALER,2200,3914.05,,,7.67
15825,Tanzania,EXW,Air,24-Aug-15,24-Aug-15,"Trinity Biotech, Plc",400,12800,,,15.07
15867,Rwanda,EXW,Air,24-Jan-12,26-Jan-12,Aurobindo Pharma Limited,41286,220880.1,4027,28833.91,309.67
15879,Rwanda,EXW,Ocean,27-Apr-11,27-Apr-11,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),117359,997551.5,10329,32530.22,2150.72
15894,Vietnam,EXW,Air,23-Aug-10,23-Aug-10,Aurobindo Pharma Limited,20500,228575,2904,14223.39,448.01
15909,South Africa,DDP,Truck,14-Sep-09,09-Oct-09,S. BUYS WHOLESALER,9612,183096.09,,,358.87
15930,Zambia,EXW,Air,16-Mar-10,16-Mar-10,"Trinity Biotech, Plc",5264,168448,1826,16438.26,363.17
15946,Ethiopia,EXW,Air,14-Feb-11,14-Feb-11,Aurobindo Pharma Limited,2600,33800,236,1131.48,72.87
15984,South Africa,DDP,Ocean,08-Apr-11,08-Apr-11,CIPLA LIMITED,137654,944306.44,9147,11314.2,1558.11
15994,Haiti,EXW,Air,14-Jul-14,14-Jul-14,Aurobindo Pharma Limited,705,1064.55,346,3429.78,1.09
15999,Tanzania,EXW,Air,24-Sep-13,24-Sep-13,Aurobindo Pharma Limited,36426,296143.38,4609,17581.92,366.33
16044,CÙte d'Ivoire,EXW,Air,06-Feb-12,06-Feb-12,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",1129,32741,328,4420.31,54.02
16053,Vietnam,EXW,Air,23-Apr-14,23-Apr-14,HETERO LABS LIMITED,14011,25920.35,1953,3658.08,32.06
16071,Nigeria,EXW,Air,09-Jan-13,26-Feb-13,"Orgenics, Ltd",1859,165451,840,,231.96
16084,South Africa,DDP,Truck,09-Mar-15,09-Mar-15,PHARMACY DIRECT,1,11.02,,,0.01
16085,Haiti,EXW,Air,18-Jan-12,18-Jan-12,AMSTELFARMA B.V.,100,8905,1173,7019.07,12.48
16097,Tanzania,CIP,Air,27-Nov-09,27-Nov-09,BRISTOL-MYERS SQUIBB,18544,340096.96,1478,1312.2,666.59
16098,Haiti,EXW,Ocean,03-Jul-15,03-Jul-15,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),3300,13035,16350,16028.78,13.4
16099,South Africa,DDP,Ocean,01-Feb-11,03-May-11,Aurobindo Pharma Limited,1515,15119.7,201,4134.92,32.6
16104,Ethiopia,EXW,Air,31-Oct-11,31-Oct-11,Aurobindo Pharma Limited,2225,44500,174,2052.97,73.42
16173,Tanzania,FCA,Air,29-Mar-12,29-Mar-12,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),4132,52683,1598,12689.71,86.93
16186,Vietnam,EXW,Air,16-May-13,16-May-13,STRIDES ARCOLAB LIMITED,21858,184044.36,2777,4461.72,227.66
16213,Burundi,EXW,Air,26-Sep-14,26-Sep-14,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",414,11426.4,44,694.1,11.75
16231,Tanzania,EXW,Air,14-Jul-11,14-Jul-11,"Standard Diagnostics, Inc.",10000,200000,3335,23616.68,330
16232,Haiti,EXW,Air,22-Apr-12,22-Apr-12,Aurobindo Pharma Limited,2894,3617.5,1486,12749.39,5.07
16236,Ethiopia,EXW,Air,29-Jul-14,29-Jul-14,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",679,22067.5,195,2211.04,22.69
16255,Kenya,EXW,Air,09-Jul-12,09-Jul-12,"Orgenics, Ltd",7999,711911,1378,14842.19,998.1
16277,Ethiopia,EXW,Air,25-Apr-12,25-Apr-12,"Trinity Biotech, Plc",26,832,17,334.65,1.17
16291,Dominican Republic,EXW,Air,27-Oct-11,27-Oct-11,"Orgenics, Ltd",2772,255024,,,420.79
16379,South Africa,DDP,Truck,24-Jul-15,24-Jul-15,PHARMACY DIRECT,27,742.84,,,0.76
16391,South Sudan,EXW,Air,02-Jul-15,07-Jul-15,"Orgenics, Ltd",100,8900,,,10.48
16398,Rwanda,EXW,Ocean,13-Dec-11,13-Dec-11,CIPLA LIMITED,23240,776216,6853,81246.12,1673.52
16462,South Africa,DDP,Truck,05-Aug-14,05-Aug-14,PHARMACY DIRECT,36,2509.54,,,2.58
16473,Tanzania,EXW,Air,14-Jul-11,14-Jul-11,"Standard Diagnostics, Inc.",10000,200000,3335,23650.43,330
16496,Tanzania,EXW,Air,25-Apr-14,25-Apr-14,HETERO LABS LIMITED,63200,347600,4007,23397.41,357.33
16504,South Africa,DDP,Ocean,12-Jan-12,27-Jan-12,CIPLA LIMITED,37870,103006.4,4121,4957.81,169.96
16513,Haiti,EXW,Ocean,09-May-14,09-May-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),889,3200.4,94,2350.55,3.96
16553,South Africa,DDP,Truck,19-Oct-09,19-Oct-09,S. BUYS WHOLESALER,220,3442.16,,,6.75
16556,Rwanda,EXW,Air,29-Jun-12,29-Jun-12,CIPLA LIMITED,2074,74746.96,627,6072.8,104.8
16619,Zambia,EXW,Air,23-Dec-13,23-Dec-13,Aurobindo Pharma Limited,20000,43000,1044,5145.69,44.2
16656,Vietnam,FCA,Air,04-Apr-14,04-Apr-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1969,119754.58,484,1565.1,148.14
16693,Kenya,FCA,Air,17-May-11,17-May-11,"Orgenics, Ltd",12315,1096035,3637,38452.73,1808.46
16707,Kenya,EXW,Air,29-Jul-10,29-Jul-10,"Orgenics, Ltd",8442,675360,1454,13343.23,1456.08
16708,Zambia,EXW,Air,17-Oct-13,17-Oct-13,Aurobindo Pharma Limited,11811,69684.9,1184,5904.94,86.2
16725,Vietnam,EXW,Air,22-Aug-12,22-Aug-12,Aurobindo Pharma Limited,3000,6720,436,1238.16,9.42
16766,Rwanda,CIP,Air,23-Nov-09,23-Nov-09,HETERO LABS LIMITED,29925,92468.25,1041,730.82,181.24
16784,Vietnam,EXW,Air,25-Apr-13,25-Apr-13,HETERO LABS LIMITED,34640,122972,2804,9759.55,152.12
16794,Rwanda,EXW,Air,06-May-14,06-May-14,Aurobindo Pharma Limited,9690,14631.9,3790,66260.33,15.04
16805,Uganda,EXW,Air,20-Feb-13,20-Feb-13,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",1458,40240.8,158,3824.96,49.78
16828,Vietnam,EXW,Air,29-Mar-10,29-Mar-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),100,1750,2128,7784.92,3.77
16848,CÙte d'Ivoire,EXW,Air,14-Mar-14,14-Mar-14,"Orgenics, Ltd",5900,472000,2393,33029.82,485.22
16881,Haiti,EXW,Ocean,28-Oct-14,28-Oct-14,Aurobindo Pharma Limited,2040,4080,,,4.19
16901,Vietnam,EXW,Air,18-Feb-12,18-Feb-12,Aurobindo Pharma Limited,112,1618.4,1701,4288.83,2.67
16921,Vietnam,EXW,Air,29-Mar-10,29-Mar-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),11592,52048.08,,,112.22
16923,Nigeria,EXW,Air,20-Oct-12,20-Oct-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),10150,228375,1360,7665.38,320.18
16926,South Africa,DDP,Truck,10-Dec-14,10-Dec-14,S. BUYS WHOLESALER,143,2313.12,,,2.72
16967,Vietnam,FCA,Air,08-Jan-14,08-Jan-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),319,7419.94,1736,5265.22,9.18
16998,Tanzania,EXW,Air,07-Aug-10,09-Aug-10,Aurobindo Pharma Limited,28663,74523.8,3380,17603.58,160.67
17003,Mozambique,FCA,Air,07-Mar-14,07-Mar-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),120,822,22,828.76,0.85
17065,CÙte d'Ivoire,EXW,Air,05-Jun-12,05-Jun-12,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2371,68759,939,8695.18,96.4
17096,Zambia,EXW,Air,05-May-15,12-May-15,"Orgenics, Ltd",2863,229040,1159,15174.53,235.45
17124,CÙte d'Ivoire,FCA,Air,05-Mar-10,05-Mar-10,Hoffmann-La Roche ltd Basel,1500,149780.99,271,2527.94,322.93
17129,Vietnam,EXW,Air,23-Oct-13,23-Oct-13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),84000,965160,9479,14402.92,1193.9
17135,Tanzania,EXW,Air,17-Sep-13,13-Sep-13,"Standard Diagnostics, Inc.",3053,0,1265,21384.75,0
17145,Pakistan,EXW,Air,29-Jun-12,29-Jun-12,"Orgenics, Ltd",2352,188160,1117,14959.83,263.8
17200,Haiti,EXW,Air,30-Aug-13,30-Aug-13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),5000,100000,670,4909.72,123.7
17207,Rwanda,CIP,Air,01-Jul-10,01-Jul-10,HETERO LABS LIMITED,66825,206489.25,3845,20194.78,404.72
17219,Haiti,DDU,Air,25-Jul-11,25-Jul-11,REINBOLD EXPORT IMPORT,27,3375,,,5.57
17228,Vietnam,EXW,Air,20-Mar-10,20-Mar-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),336,2520,120,9013.85,4.94
